,PopRatio,KC,LC,aKC,Prol_KC,Diff_KC,preDiff_KC,pDC,iDC,M1,M2,Neutrophil,Th0,Th1,Th2,Th17,Th22,Treg,Fibroblast,ILC3,LL37_Nucl,CTLA4,IL22,IL17,IFNg,IL23,IL12,IFNa,CCL20,TNFa,CXCL8,IL6,IL36,IL19,IL1b,TGFb,CD109,IL10,KGF,AMPs,LXs,PGE2,LTB4,BLT1,ALX,EP4,EP2,RORgamma,GATA3,STAT6,STAT3,Tbet,AhR,NFKBIZ,FOXP3,NFKB1_Rela,NFKB1_hd,TYK2,STAT1,IRF7,TRAF3IP2,CEBPB,CREB1,CTLA4,CD28,CD80,Trigger,Division,Death
0,1.0,0.7022764429882556,0.23583664483148775,0.2077790315005172,0.0,0.00022530975407512445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1737540697435062,0.0,0.0,0.006012064068759678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005779411207659328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999993,0.0,0.0
1,0.9999999999999993,0.6942889220427443,0.49095122054046875,0.6213868424640402,0.0,0.0013067073638396184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12475906202352828,0.0,0.0,0.059647923741782176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0593543401236127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,0.9999999999999993,0.6886796567567314,0.6195898245836472,0.8200622162616211,0.0,0.0028684347662268394,0.0,0.0007981694929287084,0.000797110376642856,0.0,0.0,3.499608247434973e-05,0.0,0.0,0.0,0.0,0.0,0.12303211272691225,0.0,0.0,0.14220009429647182,0.0,0.0,1.3635024105617136e-05,0.0,0.0,0.0,0.0,0.0,3.4949493442493056e-05,0.13460410749788285,5.1373140139140375e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016281197669286624,0.0,0.0,0.0,0.0002594326581370643,0.0,0.0,0.0,0.0,0.0,1.773480924518238e-05,1.0000000000000002,0.0,0.0
3,0.9999999999999996,0.6800677919332837,0.6715590620190727,0.9136235312842867,0.0,0.0034615985999917847,0.0,0.004281480855665024,0.004299144695558499,3.269552903268398e-05,0.0,1.6831367817190346e-05,0.0,0.0,0.0,0.0,0.0,0.1319568463332562,0.0,0.0,0.23007600124013058,0.0,0.0,0.0,0.0,0.0,0.0,8.703013442745358e-05,0.0,4.93494259994247e-05,0.2259248249119368,0.00040777733999521363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022155554205057645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001561159545952579,0.0,0.0,0.0,0.0015536889582322144,0.0,0.0,0.0,0.0,0.0,0.0003302055131196227,1.0000000000000007,0.0,0.0
4,1.0000000000000002,0.6751328319230464,0.6976293771059722,0.954854907060376,0.0,0.003941109672136538,0.0,0.01164719669574545,0.011630448812120279,8.06823260679419e-06,0.0,0.0005245683661564206,0.0,0.0,0.0,0.0,0.0,0.14760838765634332,0.0,0.0,0.3166463804760336,0.0,0.0,0.0,0.0,1.4563363119900311e-05,0.0,9.300588136072292e-05,0.0,0.0009635406393256122,0.31575930878189057,0.0011805353348668167,1.7780319076207983e-05,0.0,0.00036005843156936164,0.0,0.0,0.0,0.0,0.0,0.0,0.0012642160303006982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004509026532776139,0.0,0.0,0.0,0.005548107040444021,0.0,0.0,0.0,0.0,0.0,0.0013277685683563735,0.9999999999999998,0.0,0.0
5,1.0,0.6672920826049933,0.7055603792938643,0.9771201717680179,0.0,0.004075715860234037,0.0,0.022987465757544803,0.022960007091657915,0.000339165641254024,0.0,0.0011007118913598068,0.0,0.0,0.0,0.0,0.0,0.16540772481639832,0.0,0.0,0.3929778787310199,0.0,0.0,9.303249211951072e-05,0.0,7.050276174528069e-05,0.0,0.0017946886837034953,0.0,0.0023338196366173834,0.39013129533000585,0.0030058318338218514,8.034779649351163e-05,0.0,0.0013356469189044872,0.0,0.0,0.0,0.0,0.00011721192505076308,0.0,0.0031278487232241324,9.577608792142424e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011398760707900637,0.0,0.0,0.0,0.012294836128786575,0.0,0.0,0.0,0.0,0.0,0.0026960027576572953,1.0000000000000002,0.0,0.0
6,1.0000000000000002,0.6652368830039891,0.7164401671023299,0.9899050602605427,0.0,0.005588789255401523,0.0,0.042649724556334846,0.04275013176891471,0.001101597487710815,0.0,0.0019877439882361723,0.0,0.0,0.0,0.0,0.0,0.18327376026122258,0.0,0.0,0.45888315110991235,0.0,0.0,0.00037356973296310457,0.0,0.00015119372941919943,0.0,0.003532481302962463,0.0,0.006592177237487434,0.4596395766289914,0.0063228291842967015,0.0005274626238791344,0.0,0.003098580712472632,0.00019863380586592234,0.0,0.0,0.0,0.00023406231384783568,0.0,0.005171508970566758,0.0004155220972849015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022925579641375402,0.0,0.0,0.0,0.02235413187151251,0.0,0.0,0.0,0.0,0.0,0.006280213530931867,1.0000000000000002,0.0,0.0
7,1.0000000000000004,0.6615714807641787,0.7185539718376311,0.9949372907469113,0.0,0.006984531155379118,0.0,0.06853540151748237,0.06858113410852401,0.0030928573873361706,0.0,0.0029510122401714477,0.0,0.0,0.0,0.0,0.0,0.20256652169165992,0.0,0.0,0.5275256275505379,0.0,0.0,0.0002585517613138483,0.0,0.00019771835343204003,0.0,0.008206749265252463,0.0,0.012107320643120442,0.5170582146158418,0.012601646903318336,0.0007358672188098422,0.0,0.00766239499408094,0.0008737222010504323,0.0,0.0,0.0,0.0003402546311430757,0.0,0.011814592583088975,0.0006970842264092967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044120717249735125,0.0,0.0,0.0,0.04230213499093893,0.0,0.0,0.0,0.0,0.0,0.01318882405982237,1.0000000000000007,0.0,0.0
8,1.000000000000001,0.6560639883123662,0.7172716897562136,0.9972495080775733,0.0,0.00925952392546649,0.0,0.09814933992751779,0.0982051430825398,0.005464181523087973,0.0,0.0052815093813910145,0.0,0.0,0.0,0.0,0.0,0.2121069909758635,0.0,0.0,0.5828537447989132,0.0,0.0,0.0005469396077277946,0.0,0.0006735608060982391,0.0,0.013018013670178881,0.0,0.01995852535241679,0.5728415263750976,0.020074931159485523,0.0009741087816512623,0.0,0.013805042340855134,0.0011732125649292415,0.0,0.0,0.0,0.0005364072067769286,0.0,0.019983685306285016,0.0008915185784210783,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06567922996673743,0.0,0.0,0.0,0.06473961189670703,0.0,0.0,0.00014536991456058756,0.0,2.467378517392461e-05,0.02192124632552788,0.999999999999999,0.0,0.0
9,1.0,0.6596059572226114,0.7211729887934404,0.9985194877854229,0.0,0.011000111700176557,0.0,0.13377077992607844,0.1335984996364939,0.00806501811624188,0.0,0.007251974210288446,0.0,0.0,0.0,0.0,0.0,0.22457866521130926,0.0,0.0,0.6290365619195267,0.0,0.0,0.0011722654966488662,0.0,0.0009314471768665012,0.0,0.018554020808342103,0.0,0.02976413637608671,0.625984664875422,0.03154994172613081,0.0009704434057911198,0.0,0.023521317720797033,0.0016964070815407397,0.0,0.0,0.0,0.001282339247484873,0.0,0.030269922422780426,0.0011300005276642876,0.0,0.0,6.666666666666667e-05,7.205638016680006e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09349192878474386,0.0,0.0,0.0,0.09161663028230305,0.0,0.0,6.666666666666667e-05,0.0,6.666666666666667e-05,0.031043896036483408,0.9999999999999989,0.0,0.0
