,PopRatio,KC,LC,aKC,Prol_KC,Diff_KC,preDiff_KC,pDC,iDC,M1,M2,Neutrophil,ILC3,Th0,Th1,Th2,Th17,Th22,Treg,Fibroblast,Division,Death
263,1.8496191790570122,0.017704934541120085,0.050868914566549885,0.9999999999999997,0.9974505251799034,0.017866666666666663,0.4629596554427347,0.9999999999999997,0.9999999999999997,0.9007333333333329,0.09926666666666668,0.0,0.9999999999999997,0.9999999999999997,0.9007333333333329,0.0,0.9007333333333329,0.0,0.146366712076954,0.9963251263751881,0.002926639837907467,0.001266954102095415
264,1.8526889656251773,0.018149786144809273,0.0494730036870501,1.0000000000000002,0.9976666666666668,0.0182,0.4619853949694996,1.0000000000000002,1.0000000000000002,0.9023333333333334,0.0976666666666667,0.0,1.0000000000000002,1.0000000000000002,0.9023333333333334,0.0,0.9023333333333334,0.0,0.14299061271274754,0.9962000000000003,0.002735318003263432,0.0015767993823370084
265,1.8548353402906392,0.016931128085209877,0.048513530877704436,1.0000000000000004,0.9972000000000002,0.01710866803336025,0.4593418365855855,1.0000000000000004,1.0000000000000004,0.9020000000000004,0.09799999999999999,0.0,1.0000000000000004,1.0000000000000004,0.9020000000000004,0.0,0.9020000000000004,0.0,0.1426233292727183,0.9958009899544261,0.003191305823880477,0.0007594088945475305
266,1.85934610865911,0.016563485352430404,0.047761212551228636,0.9999999999999997,0.9975999999999997,0.01686666666666667,0.4625864870924116,0.9999999999999997,0.9999999999999997,0.9007333333333328,0.09926666666666666,0.0,0.9999999999999997,0.9999999999999997,0.9007333333333328,0.0,0.9007333333333328,0.0,0.14418587675025396,0.9959711659090876,0.0021600960728676262,0.0010711335010752385
267,1.8613708669794469,0.015431012374650444,0.04622359976753735,0.9999999999999993,0.9975999999999994,0.01566666666666667,0.4624068205767899,0.9999999999999993,0.9999999999999993,0.8979999999999992,0.10200000000000002,0.0,0.9999999999999993,0.9999999999999993,0.8979999999999992,0.0,0.8979999999999992,0.0,0.1445248261954293,0.9963838250237533,0.0019611532115543485,0.0007798313974123427
268,1.8635697449888167,0.015666666666666666,0.04478399540588453,0.9999999999999997,0.9970666666666664,0.015942131267852166,0.4618997945427615,0.9999999999999997,0.9999999999999997,0.901733333333333,0.09826666666666668,0.0,0.9999999999999997,0.9999999999999997,0.901733333333333,0.0,0.901733333333333,0.0,0.1400331217000515,0.9956659080674451,0.0029399997438836066,0.001235420293261648
269,1.8667463476809247,0.015133333333333332,0.042573878262201784,0.9999999999999999,0.9974666666666665,0.015213066019822937,0.47623616130165475,0.9999999999999999,0.9999999999999999,0.896,0.10400000000000005,0.0,0.9999999999999999,0.9999999999999999,0.896,0.0,0.896,0.0,0.1435333333333334,0.9965999999999999,0.002096983245094842,0.0014587894104600041
270,1.8679376936908416,0.014985873063925398,0.042930520012018684,1.0000000000000002,0.9967111985365577,0.015068899202046475,0.4734392695571862,1.0000000000000002,1.0000000000000002,0.8953333333333336,0.10466666666666669,0.0,1.0000000000000002,1.0000000000000002,0.8953333333333336,0.0,0.8953333333333336,0.0,0.1454368402450516,0.9956000000000003,0.002189146645934993,0.0011305937440507948
271,1.8699150045570372,0.01455391187497526,0.04177559988695251,0.9999999999999999,0.9965096351491066,0.01467232279204255,0.473565069397423,0.9999999999999999,0.9999999999999999,0.8992666666666665,0.10073333333333338,0.0,0.9999999999999999,0.9999999999999999,0.8992666666666665,0.0,0.8992666666666665,0.0,0.140706058199059,0.9952097470814507,0.00263197806390051,0.0007982569243101953
272,1.8733439072301301,0.014466666666666666,0.041215805266303765,1.0000000000000002,0.9957333333333335,0.014466666666666666,0.4640396277273902,1.0000000000000002,1.0000000000000002,0.9021333333333337,0.09786666666666669,0.0,1.0000000000000002,1.0000000000000002,0.9021333333333337,0.0,0.9021333333333337,0.0,0.13676953462136793,0.9944675248270234,0.0024644351145784804,0.0008895588500548474
273,1.8762941920849168,0.014105233907572044,0.038631128161646225,0.9999999999999998,0.9953333333333332,0.01437229409150581,0.46859491427219135,0.9999999999999998,0.9999999999999998,0.9024666666666665,0.09753333333333333,0.0,0.9999999999999998,0.9999999999999998,0.9024666666666665,0.0,0.9024666666666665,0.0,0.1341663488328598,0.99389567378715,0.0024227413080262737,0.0009639881777724593
274,1.879031242110898,0.013200000000000002,0.03799999999999999,0.9999999999999998,0.9953999999999998,0.013520570192904025,0.47026466330263617,0.9999999999999998,0.9999999999999998,0.9063333333333333,0.09366666666666669,0.0,0.9999999999999998,0.9999999999999998,0.9063333333333333,0.0,0.9063333333333333,0.0,0.1297333333333334,0.9936192438587774,0.0024747917348674287,0.00132887477052683
275,1.8811844558877584,0.015795970721310885,0.03953333333333333,0.9999999999999998,0.9952666666666663,0.015867283930687197,0.46762306224053096,0.9999999999999998,0.9999999999999998,0.9121999999999998,0.08780000000000002,0.0,0.9999999999999998,0.9999999999999998,0.9121999999999998,0.0,0.9121999999999998,0.0,0.125,0.9937999999999998,0.00291217671190449,0.0009398064725016826
276,1.884894848123379,0.0178,0.04346666666666667,0.9999999999999994,0.9953999999999994,0.017906435164341296,0.4618234513745528,0.9999999999999994,0.9999999999999994,0.9108666666666662,0.08913333333333334,0.0,0.9999999999999994,0.9999999999999994,0.9108666666666662,0.0,0.9108666666666662,0.0,0.13072009388702593,0.9942436842803188,0.0023394747473402377,0.001045484652003638
277,1.8873338833876006,0.018056322400123306,0.04353077918137188,1.0000000000000002,0.9949333333333336,0.018271203403745717,0.46016725404035064,1.0000000000000002,1.0000000000000002,0.9134000000000002,0.08660000000000001,0.0,1.0000000000000002,1.0000000000000002,0.9134000000000002,0.0,0.9134000000000002,0.0,0.12876575469341994,0.9938300632064764,0.0019683242361611592,0.0012339316368658068
278,1.8887199274239597,0.01930436278500855,0.04517602291188811,1.0000000000000004,0.99519487312725,0.019465504454899505,0.45559365863402934,1.0000000000000004,1.0000000000000004,0.9108666666666672,0.08913333333333334,0.0,1.0000000000000004,1.0000000000000004,0.9108666666666672,0.0,0.9108666666666672,0.0,0.13290266670503567,0.9940710430868547,0.0024235311773235977,0.000835322759586185
