,PopRatio,KC,LC,aKC,Prol_KC,Diff_KC,preDiff_KC,pDC,iDC,M1,M2,Neutrophil,Th0,Th1,Th2,Th17,Th22,Treg,Fibroblast,ILC3,Division,Death
190,1.8072724617637685,0.022029547989557016,0.07879034646792506,0.9999999999999997,0.9916090753896525,0.01843565419953629,0.38993717896448243,0.996562369399537,0.9999999999999997,0.9263333333333331,0.07240000000000003,0.0,0.9999999999999997,0.9275999999999998,0.0,0.9275999999999998,0.9275999999999998,0.1457312388059557,0.9910666666666664,0.9999999999999997,0.005013639156230287,0.0032252783405695767
191,1.8105045170176086,0.02150830971876634,0.07669814743482022,1.0,0.9918666666666668,0.017789342138477365,0.3943813358564087,0.9968765295188985,1.0,0.9251333333333337,0.0734666666666667,0.0,1.0,0.9265333333333337,0.0,0.9265333333333337,0.9265333333333337,0.1445332761271465,0.9914000000000001,1.0,0.0049653776095019845,0.0022022819336294268
192,1.815507114219728,0.023366761253831487,0.0787860912921215,0.9999999999999999,0.9916666666666667,0.019487022834142338,0.40044592800562817,0.9965780071442512,0.9999999999999999,0.9280666666666664,0.07100000000000001,0.0,0.9999999999999999,0.9289999999999997,0.0,0.9289999999999997,0.9289999999999997,0.1441799587291412,0.9912666666666667,0.9999999999999999,0.004121306219797357,0.0030202057708591926
193,1.8175061699182462,0.02235843853743162,0.07835246723552182,1.0000000000000004,0.9916765038048748,0.018562634103407288,0.39355173226712115,0.9964980370629741,1.0000000000000004,0.9278666666666675,0.0708,0.0,1.0000000000000004,0.9292000000000008,0.0,0.9292000000000008,0.9292000000000008,0.14325122792985454,0.9913050604866975,1.0000000000000004,0.004294458046245799,0.002891266331992898
194,1.8200042811637531,0.022447069111017053,0.07715346151666194,0.9999999999999994,0.9918138479300367,0.019999999999999993,0.3989332307358342,0.9964525064592586,0.9999999999999994,0.9265333333333331,0.07213333333333334,0.0,0.9999999999999994,0.9278666666666664,0.0,0.9278666666666664,0.9278666666666664,0.1430490853443494,0.9914434451836607,0.9999999999999994,0.005520685810812505,0.0021133217907508112
195,1.8262056982677495,0.022205704504621386,0.07540828801516523,0.9999999999999996,0.9923999999999994,0.018798994489291565,0.39704856826151125,0.9966723017872737,0.9999999999999996,0.9223999999999993,0.07606666666666663,0.0,0.9999999999999996,0.9239333333333327,0.0,0.9239333333333327,0.9239333333333327,0.14496576386238183,0.9918666666666661,0.9999999999999996,0.005335433734039595,0.003051112203702264
196,1.8303046689060765,0.021258355390782087,0.07640862772484859,1.0000000000000009,0.9915764769782164,0.018925764851283673,0.40297306438252967,0.9969256860145994,1.0000000000000009,0.9199333333333335,0.07833333333333332,0.0,1.0000000000000009,0.921666666666667,0.0,0.921666666666667,0.921666666666667,0.14808744350668882,0.9910293300788291,1.0000000000000009,0.004294711263552207,0.0027956445518651676
197,1.8330484177074793,0.021274655350516387,0.07687657531309894,1.0,0.9916000000000001,0.020537302675396683,0.40410751925148336,0.9968012893320101,1.0,0.9178000000000003,0.08073333333333334,0.0,1.0,0.9192666666666668,0.0,0.9192666666666668,0.9192666666666668,0.1501897110000221,0.9912923293022965,1.0,0.004124406196117623,0.0019507425011961736
198,1.837032848504085,0.022109910173728917,0.0752162511874781,0.9999999999999996,0.9922338382961048,0.02034541490046294,0.4027144330797666,0.9968029316088841,0.9999999999999996,0.9180192742449144,0.08100000000000004,0.0,0.9999999999999996,0.9189999999999997,0.0,0.9189999999999997,0.9189999999999997,0.14957169937698375,0.9918666666666661,0.9999999999999996,0.004529690397605056,0.002681623318280211
199,1.8404214841306161,0.020599999999999997,0.07419691181794795,1.0,0.9930325385256749,0.018666666666666668,0.399382531129236,0.9964713912854011,1.0,0.9182000000000001,0.08106666666666668,0.0,1.0,0.9189333333333334,0.0,0.9189333333333334,0.9189333333333334,0.14885016066918957,0.9927333333333331,1.0,0.004668052970099595,0.0033265689607820306
200,1.8428903801219827,0.02143334013851597,0.07729292794867416,0.9999999999999999,0.9940615622616632,0.019055425837790727,0.39584020845864365,0.9968996714993378,0.9999999999999999,0.919523084265752,0.07986666666666666,0.0,0.9999999999999999,0.9201333333333332,0.0,0.9201333333333332,0.9201333333333332,0.1511296832016325,0.9938,0.9999999999999999,0.005090019087575981,0.001768459309258077
201,1.8490116506844445,0.02091015320970017,0.07611278839557506,0.9999999999999998,0.9949333333333332,0.01798227003561893,0.40814035577329394,0.9965830633758985,0.9999999999999998,0.9227333333333334,0.07693333333333333,0.0,0.9999999999999998,0.9230666666666667,0.0,0.9230666666666667,0.9230666666666667,0.1476462407409073,0.9944,0.9999999999999998,0.004577675231204291,0.0023343008634686044
202,1.8531596760272355,0.02069726431509568,0.07503872407316578,1.0000000000000002,0.9944666666666669,0.017866666666666666,0.4097811904525777,0.9964997900435354,1.0000000000000002,0.9240666666666665,0.07573333333333335,0.0,1.0000000000000002,0.9242666666666665,0.0,0.9242666666666665,0.9242666666666665,0.1458398281068461,0.9939633964737947,1.0000000000000002,0.0051002033821691195,0.002668035903136255
203,1.8576668707247237,0.019004142787343848,0.07414453852402698,0.9999999999999997,0.9940237910870833,0.017506733021435288,0.4102831458598557,0.9966233014736953,0.9999999999999997,0.9254000000000004,0.0744,0.0,0.9999999999999997,0.9256000000000004,0.0,0.9256000000000004,0.9256000000000004,0.14344313317036683,0.9931999999999996,0.9999999999999997,0.004569283922357278,0.003006417221088653
204,1.8605701564190287,0.017844665911486212,0.07340000000000003,1.0,0.9951333333333334,0.01621940512046767,0.4118973189982525,0.9966275591516021,1.0,0.9272666666666665,0.07253333333333335,0.0,1.0,0.9274666666666664,0.0,0.9274666666666664,0.9274666666666664,0.14006666666666673,0.9940666666666665,1.0,0.004709638676818576,0.0019351707846537525
205,1.8657322485791326,0.016133214559187283,0.07180548983244296,0.9999999999999992,0.9950088532133976,0.015771856840995413,0.4122565775942117,0.9966489172727975,0.9999999999999992,0.9285999999999996,0.07113333333333334,0.0,0.9999999999999992,0.9288666666666663,0.0,0.9288666666666663,0.9288666666666663,0.13613333333333333,0.9937999999999992,0.9999999999999992,0.0058489791399190414,0.0027283927991384777
