,PopRatio,KC,LC,aKC,Prol_KC,Diff_KC,preDiff_KC,pDC,iDC,M1,M2,Neutrophil,ILC3,Th0,Th1,Th2,Th17,Th22,Treg,Fibroblast,Division,Death
121,1.3595728744758249,0.05236076468587718,0.1980988003086909,0.999999999999999,0.9833707109720673,0.04070216007912096,0.3234012220224369,0.9966058292796295,0.999999999999999,0.9971999999999992,0.0,0.9963748200423259,0.0,0.999999999999999,0.9875134060003846,0.0,0.0,0.0,0.19951162139610515,0.9811333333333324,0.0022434768759149863,0.0019265014377115863
122,1.3600038256834803,0.05175040816930588,0.19861879744520997,0.9999999999999989,0.982586164059324,0.042130053976671,0.3231649564897568,0.9966813352370815,0.9999999999999989,0.9975333333333323,0.0,0.9969333333333322,0.0,0.9999999999999989,0.9875554580192868,0.0,0.0,0.0,0.20007243837743346,0.9796536250603459,0.002471367482040687,0.002743833068529679
123,1.359633271443487,0.0507894472487256,0.195716430214573,0.9999999999999996,0.9826657328425958,0.04096180861312021,0.32187068671118785,0.9966968734775717,0.9999999999999996,0.9973999999999996,0.0,0.9964979704386149,0.0,0.9999999999999996,0.9887217138830732,0.0,0.0,0.0,0.19726266283992006,0.9795253800743312,0.0019219037162535575,0.001814303014763037
124,1.3597795689372634,0.051400081248523764,0.20082327572347264,1.0000000000000002,0.9827320021676699,0.04065763605648825,0.3218286325592523,0.9966297760547743,1.0000000000000002,0.9971333333333334,0.0,0.9961688971212059,0.0,1.0000000000000002,0.9885132615829543,0.0,0.0,0.0,0.20191745035357844,0.9801784228963416,0.00227609889394608,0.001512325200556503
125,1.3608181328008266,0.05255501742148424,0.20347573948670086,0.9999999999999996,0.9805826800710008,0.04202521891574063,0.3155898560747613,0.9966608683389883,0.9999999999999996,0.9971264322285218,0.0,0.9961333333333329,0.0,0.9999999999999996,0.9876966355719515,0.0,0.0,0.0,0.20453400816091866,0.9780666666666662,0.002070060034298615,0.0015409682176678865
126,1.36144740932996,0.052764404605533805,0.20325662328638977,0.9999999999999989,0.9824456538426407,0.04123415547337903,0.3208393005343738,0.9966795604945629,0.9999999999999989,0.9973296303041335,0.0,0.996980453576099,0.0,0.9999999999999989,0.9884905268181254,0.0,0.0,0.0,0.20456185205158414,0.9791345401749711,0.002479235884935421,0.0022031144774441506
127,1.3617920750757095,0.0516708317883374,0.20253315221705215,0.9999999999999997,0.9828854962913905,0.03792211381684898,0.32485541949486235,0.9966454962460658,0.9999999999999997,0.9976299375242129,0.0,0.9973333333333332,0.0,0.9999999999999997,0.9892166091564819,0.0,0.0,0.0,0.20389777495645253,0.9797316705511445,0.0022467045614207857,0.0014559678114334819
128,1.3628584520993174,0.05617860184340634,0.20571044577479633,0.9999999999999992,0.9831333333333325,0.040671251675967884,0.32551168072957815,0.9966354078512077,0.9999999999999992,0.9975999999999993,0.0,0.9978096568037219,0.0,0.9999999999999992,0.9897895713565107,0.0,0.0,0.0,0.2070996710754289,0.9799692076565935,0.0018783741391668286,0.0014872651337507052
129,1.3633006210828997,0.05518588298357269,0.20636478018186638,1.0000000000000002,0.983780858863551,0.039202744303571575,0.32538080544740466,0.9967653698167448,1.0000000000000002,0.9974160322902276,0.0,0.9978666666666668,0.0,1.0000000000000002,0.9892837271142279,0.0,0.0,0.0,0.20773399135445716,0.980807227122528,0.0029618536364545327,0.001350996650318982
130,1.3654967034125738,0.053334893442114645,0.20455827530953932,0.9999999999999993,0.9826122979156496,0.03935810085286581,0.32236089983688293,0.9966387640031437,0.9999999999999993,0.9971141800046138,0.0,0.9983333333333329,0.0,0.9999999999999993,0.9898987458182712,0.0,0.0,0.0,0.20601106621058032,0.9801955247547711,0.0027145805465340067,0.002310267948175769
131,1.3660487909327796,0.05013177335331618,0.20054868492137112,0.9999999999999999,0.982738034482056,0.03751899144636866,0.3205365593583467,0.9967965464894992,0.9999999999999999,0.9976658385002684,0.0,0.9986777086949167,0.0,0.9999999999999999,0.9902678051873471,0.0,0.0,0.0,0.2018239861719677,0.9800749162636555,0.002279402656045918,0.0018784085211480393
132,1.3665054985665326,0.04988857928631973,0.19430300491405414,0.9999999999999993,0.9839853842752557,0.03818923665199337,0.32164663029377144,0.996754478320593,0.9999999999999993,0.9979333333333328,0.0,0.9982666666666661,0.0,0.9999999999999993,0.98992082940851,0.0,0.0,0.0,0.19544002693055135,0.9813394225081234,0.002242726646087182,0.001518292060007209
133,1.3674954424117627,0.049389926090269716,0.19160493389885852,1.0,0.9839747134060316,0.03713939623725509,0.3215760732635466,0.9965828520533392,1.0,0.9980000000000001,0.0,0.9986666666666668,0.0,1.0,0.9912701325309273,0.0,0.0,0.0,0.19191393484794855,0.981714533755666,0.0024470961897159805,0.002363182399645243
134,1.36761019413724,0.05188609133727507,0.19474617960706733,0.9999999999999998,0.9853999999999996,0.036259007676885426,0.32296736953696387,0.9966196254742746,0.9999999999999998,0.9978713197869025,0.0,0.9987999999999997,0.0,0.9999999999999998,0.991933333333333,0.0,0.0,0.0,0.19548143166436552,0.983135668412262,0.002223254424549064,0.002239280690218456
135,1.3675882764529361,0.05353628490423551,0.19420718541181928,0.9999999999999992,0.9868666666666661,0.038127807778863085,0.32293663202719775,0.996748602413111,0.9999999999999992,0.9981333333333324,0.0,0.9995333333333326,0.0,0.9999999999999992,0.9925999999999991,0.0,0.0,0.0,0.1953826788562794,0.9842489747016693,0.0025223141101901277,0.0019185196273809224
136,1.368414018709012,0.0541786975901324,0.1900823872332712,0.9999999999999998,0.9835921224736704,0.038066666666666665,0.3270710540997704,0.9965454537910861,0.9999999999999998,0.9975333333333332,0.0,0.9992666666666664,0.0,0.9999999999999998,0.9929529372464437,0.0,0.0,0.0,0.19141978596579895,0.9811560351201903,0.0024011479009852007,0.0028341678236704633
137,1.3678214681764287,0.05660561434485726,0.19615018973380816,1.0000000000000002,0.9847109531745523,0.03965932448850151,0.32863722067114864,0.9968141679773426,1.0000000000000002,0.9973655482653202,0.0,0.9989524030898701,0.0,1.0000000000000002,0.9926000000000001,0.0,0.0,0.0,0.19769014140963248,0.9824666666666667,0.002717199448236983,0.0017825396951200998
