"X","PopRatio","KC","LC","aKC","Prol_KC","Diff_KC","preDiff_KC","pDC","iDC","M1","M2","Neutrophil","Th0","Th1","Th2","Th17","Th22","Treg","Fibroblast","Division","Death","ILC3"
148,1.71582292557119,0.0673479188671083,0.143944916366245,1,0.988933333333333,0.0333007795248102,0.373806299166603,0.996671181226505,1,0.951866666666666,0.0481333333333333,0.993636682590317,1,0,0,0.951866666666666,0.951866666666666,0.192544818397213,0.987089483419723,0.00487622753205442,0.00261397500914801,0.999999999999999
149,1.71968967825968,0.0683741582334964,0.144090219758552,0.999999999999999,0.98863981739825,0.0353210319174858,0.379102227025041,0.996599965397638,0.999999999999999,0.9506,0.0494,0.994067665767679,0.999999999999999,0,0,0.9506,0.9506,0.193991265441865,0.987133333333333,0.00491675444209398,0.00293965439361163,0.999999999999999
150,1.72293992369952,0.0709609069305152,0.149903753858192,1,0.989533333333333,0.0354382271018296,0.375351607096116,0.996493336400133,1,0.953733333333333,0.0462666666666667,0.994825566505245,1,0,0,0.953733333333333,0.953733333333333,0.1967819219464,0.98816088669527,0.00420602359642653,0.00293054741068654,1
151,1.72513749254166,0.0701299409416552,0.149420342737531,1,0.990933333333333,0.0358984281266673,0.381563322558292,0.996821309274881,1,0.953333333333333,0.0466666666666666,0.995431513473335,1,0,0,0.953333333333333,0.953333333333333,0.196794442148164,0.988866666666667,0.00480089973947133,0.00292778105811928,0.999999999999999
152,1.72836887980684,0.0688446026808441,0.150334119044102,1,0.9902,0.0372262281057582,0.375470624825047,0.996676663395894,1,0.954066666666667,0.0459333333333334,0.995535385925466,1,0,0,0.954066666666667,0.954066666666667,0.19656569327413,0.988010400545691,0.00522922771904764,0.00324833043448246,1
153,1.73179260102758,0.067466668782035,0.150343912273008,1,0.98993521671626,0.0358742860766814,0.373488727997137,0.996518728911198,1,0.954933333333334,0.0450666666666667,0.996165258046451,1,0,0,0.954933333333334,0.954933333333334,0.195780289227396,0.987666666666667,0.00463443854600167,0.00291942553366566,0.999999999999999
154,1.73476264787301,0.0678038044679556,0.149583887872741,1,0.990209192428145,0.0365206562341032,0.379657582205832,0.996714701952322,1,0.958666666666666,0.0413333333333333,0.996900297018211,1,0,0,0.958666666666666,0.958666666666666,0.191397227994752,0.98791483719154,0.00497811543769368,0.00278170558422607,0.999999999999999
155,1.73857289764622,0.0656,0.147242990655274,1,0.990533565441074,0.0371176629901237,0.387799966734998,0.996765207440759,1,0.959866666666667,0.0401333333333333,0.996920966141191,1,0,0,0.959866666666667,0.959866666666667,0.188085540229736,0.98741465855657,0.004568390289792,0.0028536126257865,1
156,1.74155416361835,0.0643798513349754,0.144253048733616,1,0.991383115761983,0.0379646215395823,0.380904124709241,0.996690499081416,1,0.958733333333333,0.0412666666666667,0.996918596660291,1,0,0,0.958733333333333,0.958733333333333,0.185726567923036,0.98846089007544,0.00549941163125439,0.00293658168209882,1
157,1.74601747078695,0.0650117698817297,0.143148386543947,1,0.9906,0.0381345503995328,0.379741884584206,0.996699163999394,1,0.956933333333334,0.0430666666666667,0.995855401081495,1,0,0,0.956933333333334,0.956933333333334,0.186604666388405,0.988164667292221,0.00457681661140566,0.00245257832949887,1
