"X" "PopRatio" "Diff_KC" "Fibroblast" "M1" "M2" "Neutrophil" "Prol_KC" "Th0" "Th1" "Th17" "Th2" "Th22" "Treg" "iDC" "pDC" "preDiff_KC" "ILC3"
"1" 0 1 0.000224 0 0 0 0 0 0 0 0 0 0 0.169087 0 0 0 0
"2" 1 0.999999 0.001812 0 0 0 0 0 0 0 0 0 0 0.128592 5.8e-05 6e-05 0 0
"3" 2 0.999999999999 0.003491 0 4e-06 0 0 0 0 0 0 0 0 0.126115 0.000629 0.000623 0 0
"4" 3 0.999994999999 0.004181 0 8e-06 0 0 0 0 0 0 0 0 0.138436 0.003121 0.00311 0 0
"5" 4 0.999997999984 0.005033 0 0.000233 0 0.000192 0 0 0 0 0 0 0.153014 0.011485 0.011508 0 0
"6" 5 1.000007999964 0.006775 0 0.000649 0 0.000752 0 0 0 0 0 0 0.169466 0.023889 0.023876 0 0
"7" 6 1.00002000006 0.007531 0 0.001852 0 0.00165 0 0 0 0 0 0 0.182242 0.042134 0.042112 0 0
"8" 7 1.00004100048 0.008232 0 0.004164 0 0.002174 0 0 0 0 0 0 0.197954 0.0663779999999999 0.0664309999999999 0 0
"9" 8 1.00006900162802 0.009552 0 0.00679300000000001 0 0.004523 0 0 0 0 0 0 0.215312 0.0958019999999999 0.0958409999999999 0 0
"10" 9 1.00011000445709 0.010746 0 0.010215 0 0.00744200000000001 0 0 0 0 0 0 0.224943 0.127453 0.127537 0 0
"11" 10 1.00016501050734 0.011938 0 0.014858 0 0.013247 0 0 0 0 0 0 0.233775000000001 0.166528 0.16653 0 0
"12" 11 1.00022101974793 0.011625 0 0.018455 0 0.018736 0 0 0 0 0 0 0.251797 0.205745000000001 0.205715000000001 0 0
"13" 12 1.00029503610339 0.012231 0 0.0268120000000001 0 0.025062 0 2.8e-05 0 0 0 0 0.263982999999999 0.250010000000002 0.249903000000002 0 0
"14" 13 1.00038606295168 0.011471 0 0.034437 0 0.032632 0 0 0 0 0 0 0.273204 0.294424999999999 0.294434999999999 0 0
"15" 14 1.00048510117192 0.011027 0 0.0433009999999999 0 0.041167 0 0.000133 0 0 0 0 0.286024 0.336569999999997 0.336172999999998 0 0
"16" 15 1.00066018606464 0.011046 0 0.0547269999999999 0 0.0519719999999999 0 0.000152 0 0 0 0 0.310881999999998 0.387059999999995 0.386469999999995 0 0
"17" 16 1.00084230621852 0.013171 0 0.0673349999999998 0 0.0589779999999999 0 0.00043 0 0 0 0 0.323265999999997 0.436339999999994 0.435636999999994 0 0
"18" 17 1.00105948899898 0.013752 0 0.0807179999999996 0 0.0733399999999998 3.4e-05 0.000761 0 0 0 0 0.331156999999996 0.480886999999991 0.480407999999991 0 0
