"X","PopRatio","Diff_KC","Fibroblast","M1","M2","Neutrophil","Prol_KC","Th0","Th1","Th17","Th2","Th22","Treg","iDC","pDC","preDiff_KC","ILC3"
0,1,0.000429,0,0,0,0,0,0,0,0,0,0,0.162349,0,0,0,0
1,1.000004,0.001552,0,0,0,0,0,0,0,0,0,0,0.116544,0,0,0,0
2,1.000002999996,0.00252,0,0,0,6.7e-05,0,0,0,0,0,0,0.111509,0.000692,0.000696,0,0
3,1.000006000005,0.003461,0,2.6e-05,0,6.6e-05,0,0,0,0,0,0,0.116641,0.003775,0.003755,0,0
4,1.000003999993,0.00483,0,0.000258,0,0.000382,0,0,0,0,0,0,0.131146,0.010793,0.010747,0,0
5,1.000007000005,0.005825,0,0.001386,0,0.00091,0,0,0,0,0,0,0.152332,0.025306,0.025317,0,0
6,1.000019000089,0.007711,0,0.002608,0,0.00145,0,0,0,0,0,0,0.172072,0.0434109999999999,0.0434,0,0
7,1.000025000203,0.00766,0,0.004728,0,0.003262,0,0,0,0,0,0,0.186491,0.068452,0.068388,0,0
8,1.00005000082801,0.007771,0,0.006664,0,0.00558,0,0,0,0,0,0,0.202932,0.101708,0.101689,0,0
9,1.00008900277804,0.009996,0,0.010327,0,0.008208,0,0,0,0,0,0,0.220006,0.136944,0.136794,0,0
10,1.00013700705018,0.011015,0,0.014754,0,0.013184,0,6.7e-05,0,0,0,0,0.234329,0.171546000000001,0.171531,0,0
11,1.00020201595564,0.01146,0,0.020366,0,0.017348,0,6.6e-05,0,0,0,0,0.246877000000001,0.211173000000002,0.211234000000001,0,0
12,1.00028003171289,0.012887,0,0.026665,0,0.024891,0,0.000201,0,0,0,0,0.258462999999999,0.252811000000001,0.252932000000001,0,0
13,1.00035705327534,0.014028,0,0.034583,0,0.0331660000000001,0,6.7e-05,0,0,0,0,0.274872999999999,0.298949,0.298928,0,0
14,1.000482097907,0.015958,0,0.0440319999999999,0,0.043001,0,0.000326,0,0,0,0,0.294370999999999,0.346217999999999,0.345974999999999,0,0
15,1.00063717263218,0.017724,0,0.0545129999999999,0,0.0506849999999999,0,0.000598,0,0,0,0,0.312037999999999,0.388463999999997,0.388030999999997,0,0
16,1.00079727457981,0.017613,0,0.0636319999999998,0,0.0627609999999999,0,0.000835,0,0,0,0,0.327228999999999,0.427404999999995,0.426826999999995,0,0
17,1.00099443164291,0.01996,0,0.0771799999999997,0,0.0762179999999998,0,0.001107,0,0,0,0,0.337478999999996,0.476314999999992,0.475241999999992,0,0
18,1.00123767328982,0.019978,0,0.0892899999999995,0,0.0903869999999996,0,0.002046,0,0,0,0,0.347692999999997,0.511360999999994,0.509899999999994,0,0
19,1.00153003469043,0.021072,0,0.0990619999999994,0,0.104104999999999,0,0.003085,0,0,0,0,0.358057999999996,0.552359000000002,0.550013000000001,0,0
20,1.0019266405842,0.023287,0,0.116981999999999,0,0.118268999999999,5.5e-05,0.003738,0,0,0,0,0.377578999999995,0.588306000000009,0.585372000000009,0,0
21,1.0023183939007,0.026085,0,0.129674,0,0.133418,0,0.003676,0,0,0,0,0.388308,0.623241000000003,0.619908000000003,0,0
22,1.00277845804353,0.026529,0,0.141803,0,0.147818000000001,0,0.004411,0,0,0,0,0.399765999999997,0.64802000000001,0.644223000000011,0,0
23,1.00335806399231,0.0267520000000001,0,0.162133000000002,0,0.167647000000002,0,0.00741100000000001,0,0,0,0,0.407809999999993,0.681057000000016,0.676738000000016,0,0
24,1.00396509562105,0.028312,0,0.177974000000002,0,0.184661000000003,4.7e-05,0.00945999999999999,0,0,0,0,0.421610999999989,0.705707000000024,0.700296000000024,0,0
25,1.00458554605019,0.0287420000000001,0,0.197769000000004,0,0.197509000000004,0.000382,0.011353,0,0,0,0,0.433415999999994,0.728864000000012,0.722641000000011,0,0
26,1.00526765963599,0.0299400000000001,0,0.216442000000004,0,0.217055000000005,0.000332,0.014786,0,0,0,0,0.435388999999987,0.753489000000034,0.745608000000033,0,0
27,1.00595224691226,0.0312880000000001,0,0.225265000000005,0,0.235043000000007,0.000298,0.018355,0,0,0,0,0.439044999999991,0.77492700000003,0.766034000000031,0,0
28,1.00666345515086,0.0331800000000001,0,0.240408000000007,0,0.248386000000007,0.000463,0.020896,0,0,0,0,0.445676999999991,0.794147000000024,0.785655000000023,0,7e-05
29,1.0075835455489,0.032465,0,0.252364000000006,0,0.261945000000005,0.000781,0.02288,0,0,0,0,0.457293999999987,0.81496700000004,0.805941000000041,0,0.000177
30,1.00849037073994,0.0326120000000001,0,0.262448000000005,0,0.284368000000002,0.001223,0.0267130000000001,0,0,0,0,0.463706999999988,0.837500000000042,0.827554000000041,0,0.000469
31,1.00941213093885,0.0304480000000001,0,0.284872000000003,0,0.299614,0.001692,0.034201,0,0,0,0,0.468602999999987,0.857141000000054,0.845374000000051,0,0.001381
32,1.01040842071214,0.0331480000000001,0,0.301685999999998,0,0.320086999999997,0.002408,0.039361,0,0,0,0,0.477095999999983,0.874147000000046,0.860184000000045,0,0.002184
33,1.01144611016028,0.0333090000000001,0,0.315357999999997,0,0.339048999999995,0.003087,0.0481229999999999,0,0,0,0,0.482339999999983,0.887187000000054,0.873414000000053,0,0.002372
34,1.01258803281871,0.0334110000000001,0,0.335170999999994,0,0.358519999999991,0.003098,0.0587849999999998,0,0,0,0,0.48706999999998,0.900455000000049,0.885926000000047,0,0.003372
35,1.01376466011291,0.030721,0,0.354216999999994,0,0.37024799999999,0.003397,0.0661649999999997,0.000104,0,0,0,0.496211999999984,0.905596000000061,0.889512000000059,0,0.004969
